title,price,in_stocks,sku,category,description,product_image_link,additional_info,product_link,scrape_ts
Desiree Fitness Tee,£24.00,,WS05,Tees|Clothing,"When you’re too far to turn back, thank yourself for choosing the Desiree Fitness Tee. Its ultra-lightweight, ultra-breathable fabric wicks sweat away from your body and helps keeps you cool for the distance.
• Short-Sleeves.• Performance fabric.• Machine wash/line dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws05-black_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Orange, Yellow'}",https://gopher1.extrkt.com/?product=desiree-fitness-tee,2024-02-04 19:56:22
Diana Tights,£59.00,,WP06,Erin Recommends|Clothing,"Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you’ll feel like anything is possible in the capri-style Diana Tights.
• Black legging with slate details.• Flat-lock, chafe-free side seams.• Vented gusset.• Secret interior pocket.• Sustainable and recycled fabric.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp06-black_main.jpg,"{'Size': '28, 29', 'Color': 'Black, Blue, Orange'}",https://gopher1.extrkt.com/?product=diana-tights,2024-02-04 19:56:24
Didi Sport Watch,£92.00,100 in stock,24-WG02,New Luma Yoga Collection,"The Didi Sport Watch helps you keep your workout plan down to the second. The vertical, digital face looks sleek and futuristic. This watch is programmed with tons of helpful features such as a timer, an alarm clock, a pedometer, and more to help make your excercise more productive.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wg02-bk-0.jpg,"{'Activity': 'Athletic, Gym', 'Gender': 'Women', 'Material': 'Metal, Rubber, Silicone'}",https://gopher1.extrkt.com/?product=didi-sport-watch,2024-02-04 19:56:28
Diva Gym Tee,£32.00,,WS11,Erin Recommends|Clothing,"The Diva Gym Tee feels like your favorite right out of the mailbox. Micro-sleeved, lightweight and extra comfortable, it’s a casual staple that hides incredible comfort behind a laid-back, carefree look.
• Bright yellow v-neck tee.• Moisture-wicking fabric.• Long-Sleeves.• Machine wash/line dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws11-yellow_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Green, Orange, Yellow'}",https://gopher1.extrkt.com/?product=diva-gym-tee,2024-02-04 19:56:30
Driven Backpack,£36.00,100 in stock,24-WB03,Bags,"School books, camp gear and yoga clothes get along just fine in the all-purpose Driven Backpack. Crafted with tough polyester ripstop fabric, it’s outfitted with rubberized end panels and padded, adjustable shoulder straps. The roomy main compartment features molded foam pockets that host everything you need.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb03-purple-0.jpg,"{'Activity': 'Gym, School, Yoga', 'Pattern': 'Color-Blocked', 'Material': 'Mesh, Nylon, Polyester', 'Strap': 'Adjustable, Double, Padded', 'Style': 'Backpack, Laptop, Exercise'}",https://gopher1.extrkt.com/?product=driven-backpack,2024-02-04 19:56:31
Dual Handle Cardio Ball,£12.00,100 in stock,24-UG07,Erin Recommends,"Make the most of your limited workout window with our Dual-Handle Cardio Ball. The 15-lb ball maximizes the effort-impact to your abdominal, upper arm and lower-body muscles. It features a handle on each side for a firm, secure grip.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug07-bk-0.jpg,"{'Activity': 'Athletic, Sports, Gym', 'Gender': 'Men, Women, Unisex', 'Material': 'Plastic'}",https://gopher1.extrkt.com/?product=dual-handle-cardio-ball,2024-02-04 19:56:34
Echo Fit Compression Short,£24.00,,WSH07,New Luma Yoga Collection|Clothing,"Your muscles know it’s go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
• Black compression shorts.• High-waisted cut.• Compression fit.• Inseam: 1.0″.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh07-black_main.jpg,"{'Size': '28, 29, 30, 31, 32', 'Color': 'Black, Blue, Purple'}",https://gopher1.extrkt.com/?product=echo-fit-compression-short,2024-02-04 19:56:35
Electra Bra Top,£39.00,,WB01,Eco Friendly|Clothing,"A heavenly soft and stylish eco garment, the Electra Bra Top is perfect for wearing on its own as a hot yoga top or layered under a tank.
• Gray rouched bra top.• Attractive back straps feature contrasting motif fabric.• Interior bra top is lined with breathable mesh.• Elastic underband for superior support.• Removable cup inserts.• Chafe-free flat lock seams provide added comfort.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb01-gray_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Gray, Purple'}",https://gopher1.extrkt.com/?product=electra-bra-top,2024-02-04 19:56:37
Elisa EverCool™ Tee,£29.00,,WS06,Eco Friendly|Clothing,"When rising temps threaten to melt you down, Elisa EverCool™ Tee brings serious relief. Moisture-wicking fabric pulls sweat away from your skin, while the innovative seams hug your muscles to enhance your range of motion.
• Purple heather v-neck tee.• Short-Sleeves.• Luma EverCool™ fabric.• Machine wash/line dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws06-purple_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Gray, Purple, Red'}",https://gopher1.extrkt.com/?product=elisa-evercool-tee,2024-02-04 19:56:39
Emma Leggings,£42.00,,WP02,Performance Fabrics|Clothing,"These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma’s subtle contrast fabric and fit ensure you’re stylish without overdoing it.
• Light blue heather yoga pants.• Body hugging fit.• Low rise fit.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp02-blue_main.jpg,"{'Size': '28, 29', 'Color': 'Blue, Purple, Red'}",https://gopher1.extrkt.com/?product=emma-leggings,2024-02-04 19:56:41
Endeavor Daytrip Backpack,£33.00,100 in stock,24-WB06,Erin Recommends,"With more room than it appears, the Endeavor Daytrip Backpack will hold a whole day’s worth of books, binders and gym clothes. The spacious main compartment includes a dedicated laptop sleeve. Two other compartments offer extra storage space.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb06-red-0.jpg,"{'Activity': 'Gym, Hiking, School, Urban', 'Pattern': 'Color-Blocked', 'Material': 'Mesh, Nylon, Polyester', 'Strap': 'Adjustable, Double, Padded', 'Style': 'Backpack, Laptop'}",https://gopher1.extrkt.com/?product=endeavor-daytrip-backpack,2024-02-04 19:56:42
Endurance Watch,£49.00,100 in stock,24-MG01,Watches,"It’s easy to track and monitor your training progress with the Endurance Watch. You’ll see standard info like time, date and day of the week, but it also functions for the serious high-mileage athete: lap counter, stopwatch, distance, heart rate, speed/pace, cadence and altitude.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mg01-bk-0.jpg,"{'Activity': 'Recreation, Athletic', 'Gender': 'Men', 'Material': 'Metal, Rubber, Silicone'}",https://gopher1.extrkt.com/?product=endurance-watch,2024-02-04 19:56:45
Eos V-Neck Hoodie,£54.00,,WH11,Erin Recommends|Clothing,"Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.
Semi-fitted.Long-Sleeve.Machine wash/line dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh11-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Orange'}",https://gopher1.extrkt.com/?product=eos-v-neck-hoodie,2024-02-04 19:56:47
Erica Evercool Sports Bra,£39.00,,WB02,Bras & Tanks,"Perfect for medium-impact workouts, our Erica EverCool™ Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.
• Honeycomb light blue bra top.• Elastic hem.• Reinforced binding.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb02-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Orange, Yellow'}",https://gopher1.extrkt.com/?product=erica-evercool-sports-bra,2024-02-04 19:56:48
Erika Running Short,£45.00,,WSH12,Erin Recommends|Clothing,"A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.
• Seafoam pattern running shorts.• Elastic waistband.• Snug fit.• 4” inseam.• 76% premium brushed Nylon / 24% Spandex.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh12-green_main.jpg,{},https://gopher1.extrkt.com/?product=erika-running-short,2024-02-04 19:56:50
Erikssen CoolTech™ Fitness Tank,£29.00,,MT01,Tanks,"A good running tank helps make the miles pass by keep you cool. The Erikssen CoolTech™ Fitness Tank completes that mission, with performance fabric engineered to wick perspiration and promote airflow.
• Red performance tank.• Slight scoop neckline.• Reflectivity.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt01-red_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Gray, Orange, Red'}",https://gopher1.extrkt.com/?product=erikssen-cooltech-fitness-tank,2024-02-04 19:56:54
Fiona Fitness Short,£29.00,,WSH01,Eco Friendly|Clothing,"Don’t let the plain style fool you: the Fiona Fitness Short demands notice on several levels. Comfort, of course. But also a performance-grade wicking fabric that takes everything you can give.
• Black run shorts– cotton/spandex.• 5” inseam.• Machine wash/Line dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh01-black_main.jpg,"{'Size': '28, 29, 30, 31, 32', 'Color': 'Black, Green, Red'}",https://gopher1.extrkt.com/?product=fiona-fitness-short,2024-02-04 19:56:55
Frankie Sweatshirt,£60.00,,MH04,Eco Friendly|Clothing,"The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.
• Light green crewneck sweatshirt.• Hand pockets.• Relaxed fit.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh04-green_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Green, White, Yellow'}",https://gopher1.extrkt.com/?product=frankie-sweatshirt,2024-02-04 19:56:59
Fusion Backpack,£59.00,100 in stock,24-MB02,Bags,"With the Fusion Backpack strapped on, every trek is an adventure – even a bus ride to work. That’s partly because two large zippered compartments store everything you need, while a front zippered pocket and side mesh pouches are perfect for stashing those little extras, in case you change your mind and take the day off.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb02-gray-0.jpg,"{'Activity': 'Hiking, School, Yoga', 'Pattern': 'Solid', 'Material': 'Burlap, Nylon, Polyester', 'Strap': 'Adjustable, Double, Padded', 'Style': 'Backpack, Laptop'}",https://gopher1.extrkt.com/?product=fusion-backpack,2024-02-04 19:57:01
Gabrielle Micro Sleeve Top,£28.00,,WS02,New Luma Yoga Collection|Clothing,"Luma’s most popular top, the Gabrielle Micro Sleeve is back with even more comfort and style.
• Lime green v-neck tee.• Slimming, flattering fit.• Moisture-wicking, quick-drying, anti-microbial, and anti-odor construction.• Longer curved hem provides additional coverage.• 55% Hemp / 45% Organic Cotton.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws02-green_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Red'}",https://gopher1.extrkt.com/?product=gabrielle-micro-sleeve-top,2024-02-04 19:57:05
Geo Insulated Jogging Pant,£51.00,,MP03,New Luma Yoga Collection|Clothing,"In the cold, even the toughest guys shiver, unless they’re in the Geo Insulated Jogging Pant. Lightweight and wind resistant, they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.
• Black polyester spandex pants with zipper pockets.• Reflective safety accents.• Loose fit.• On-seam pockets.• 8″ leg zips. 32″ inseam.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp03-black_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Blue, Green, Red'}",https://gopher1.extrkt.com/?product=geo-insulated-jogging-pant,2024-02-04 19:57:08
Go-Get’r Pushup Grips,£19.00,100 in stock,24-UG05,New Luma Yoga Collection,"The Go-Get’r Pushup Grips safely provide the extra range of motion you need for a deep-dip routine targeting core, shoulder, chest and arm strength. Do fewer pushups using more energy, getting better results faster than the standard floor-level technique yield.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug05-gr-0.jpg,"{'Activity': 'Athletic, Gym', 'Gender': 'Men, Women, Unisex', 'Material': 'Plastic, Rubber'}",https://gopher1.extrkt.com/?product=go-getr-pushup-grips,2024-02-04 19:57:11
Gobi HeatTec® Tee,£29.00,,MS04,Tees,"When the training gets intense, the Gobi HeatTec® Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that’s sure to keep you moving.
• Orange micropolyester shirt.• HeatTec® wicking fabric.• Crew neckline.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms04-orange_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Orange, Red'}",https://gopher1.extrkt.com/?product=gobi-heattec-tee,2024-02-04 19:57:14
Grayson Crewneck Sweatshirt,£64.00,,MH11,Hoodies & Sweatshirts,"The Grayson Crewneck Sweatshirt gives you that ageless, classic look – a style that comes back around nearly every season. What’s more, its performance and temp-control values are always in vogue.
• Cream crewneck sweatshirt with black accents.• 80% cotton/20% polyester fleece.• Patterned knit hood lining.• Knit cuffs and waist.• Pouch pocket.• Curl edged seam detail",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh11-white_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Orange, Red, White'}",https://gopher1.extrkt.com/?product=grayson-crewneck-sweatshirt,2024-02-04 19:57:15
Gwen Drawstring Bike Short,£50.00,,WSH03,Performance Fabrics|Clothing,"For a completely modern style with moisture-wicking CoolTech™ technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.
• Dark heather gray rouched bike shorts.• Fitted. Inseam: 2″.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh03-gray_main.jpg,"{'Size': '28, 29, 30, 31, 32', 'Color': 'Blue, Gray, Orange'}",https://gopher1.extrkt.com/?product=gwen-drawstring-bike-short,2024-02-04 19:57:19
Gwyn Endurance Tee,£24.00,,WS01,Tees|Clothing,"When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.
• Short-Sleeves.• Machine wash/line dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws01-black_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Green, Yellow'}",https://gopher1.extrkt.com/?product=gwyn-endurance-tee,2024-02-04 19:57:22
Harmony Lumaflex™ Strength Band Kit,£22.00,100 in stock,24-UG03,Fitness Equipment,Forget fancy machines and costly memberships – the Harmony Lumaflex™ Stength Band Kit is all you need for an amazing workout. The kit has everything you need for a range of strengthening and toning exercises.,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug03-bk-0.jpg,"{'Activity': 'Gym', 'Gender': 'Men, Women, Unisex', 'Material': 'Leather, Plastic, Rubber'}",https://gopher1.extrkt.com/?product=harmony-lumaflex-strength-band-kit,2024-02-04 19:57:24
Hawkeye Yoga Short,£29.00,,MSH05,Performance Fabrics|Clothing,"What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.
• Dark gray shorts with red accents.• 92% Organic Cotton 8% Spandex.• Breathable stretch organic cotton.• Medium=8.0″ (21.0cm) inseam.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh05-gray_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Blue, Gray'}",https://gopher1.extrkt.com/?product=hawkeye-yoga-short,2024-02-04 19:57:25
Helena Hooded Fleece,£55.00,,WH10,New Luma Yoga Collection|Clothing,"Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.
Full zip.Banded cuffs and waist.Front pockets.Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh10-gray_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Gray, Yellow'}",https://gopher1.extrkt.com/?product=helena-hooded-fleece,2024-02-04 19:57:29
Helios Endurance Tank,£32.00,,MT04,Tanks,"When training pushes your limits, you need gear that works harder than you. Our mesh Helio Training Tank is crafted from super-soft, ultra-lightweight fabric that stretches in all directions to follow your every move, on mat, court or street.
• Blue heather tank with gray pocket.• Contrast sides and back inserts.• Self-fabric binding at neck and armholes.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt04-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue'}",https://gopher1.extrkt.com/?product=helios-endurance-tank,2024-02-04 19:57:33
Helios EverCool™ Tee,£24.00,,MS05,Eco Friendly|Clothing,"Pumping iron or dialing the track, you’ve got cool comfort on your side in our short-sleeve Helios EverCool™ Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.
• Teal quick dry tee.• Relaxed fit.• Crew neckline.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms05-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Purple'}",https://gopher1.extrkt.com/?product=helios-evercool-tee,2024-02-04 19:57:36
Hera Pullover Hoodie,£48.00,,WH02,Women Sale|Clothing,"Get ready to rule the studio and dominate the yoga mat in the Hera Pullover Hoodie, a cozy yet classy look for any level of yogi.
• Teal with purple stiching.• Hoodie pullover.• Snug fit.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh02-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Orange'}",https://gopher1.extrkt.com/?product=hera-pullover-hoodie,2024-02-04 19:57:39
Hero Hoodie,£54.00,,MH07,Hoodies & Sweatshirts,"Gray and black color blocking sets you apart as the Hero Hoodie keeps you warm on the bus, campus or cold mean streets. Slanted outsize front pockets keep your style real . . . convenient.
• Full-zip gray and black hoodie.• Ribbed hem.• Standard fit.• Drawcord hood cinch.• Water-resistant coating.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh07-gray_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Gray, Green'}",https://gopher1.extrkt.com/?product=hero-hoodie,2024-02-04 19:57:42
Hollister Backyard Sweatshirt,£52.00,,MH05,Hoodies & Sweatshirts,"Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you’re raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.
• Cream crewneck sweatshirt with navy sleeves/trim.• Relaxed fit.• Ribbed cuffs and hem.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh05-white_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Green, Red, White'}",https://gopher1.extrkt.com/?product=hollister-backyard-sweatshirt,2024-02-04 19:57:44
Hyperion Elements Jacket,£51.00,,MJ02,Jackets,"Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech™ insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.
• Lime 1/4 zip pullover.• Split pocket.• Thumb holes.• Machine wash/hang to dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj02-green_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Green, Orange, Red'}",https://gopher1.extrkt.com/?product=hyperion-elements-jacket,2024-02-04 19:57:48
Ida Workout Parachute Pant,£48.00,,WP03,New Luma Yoga Collection|Clothing,"The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.
• Royal blue parachute pants.• Contrast stripe.• Relaxed fit.• Drawstring closure.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp03-blue_main.jpg,"{'Size': '', 'Color': 'Black, Blue, Purple'}",https://gopher1.extrkt.com/?product=ida-workout-parachute-pant,2024-02-04 19:57:49
Impulse Duffle,£74.00,100 in stock,24-UB02,Bags,"Good for beach trips, track meets, yoga retreats and more, the Impulse Duffle is the companion you’ll want at your side. A large U-shaped opening makes packing a hassle-free affair, while a zippered interior pocket keeps jewelry and other small valuables safely tucked out of sight.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ub02-black-0.jpg,"{'Activity': 'Gym, Overnight, Travel', 'Pattern': 'Solid', 'Material': 'Nylon, Polyester', 'Strap': 'Adjustable, Double, Telescoping', 'Style': 'Luggage, Duffel'}",https://gopher1.extrkt.com/?product=impulse-duffle,2024-02-04 19:57:50
Ina Compression Short,£49.00,,WSH11,Erin Recommends|Clothing,"One of Luma’s most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you’re running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
• Royal blue bike shorts.• Compression fit.• Moisture-wicking.• Anti-microbial.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh11-blue_main.jpg,"{'Size': '28, 29, 30, 31, 32', 'Color': 'Blue, Orange, Red, Green, Purple'}",https://gopher1.extrkt.com/?product=ina-compression-short,2024-02-04 19:57:54
Inez Full Zip Jacket,£59.00,,WJ07,Jackets,"The Inez Full Zip jacket is more than a cute layer. It’s a full-on tech wonder you’ll use for outdoor, pre and post workout. You’ll love how the highlighted zipper and sleeve safety trim protect and catch looks.
• Purple heather inset full zip jacket.• Full zip hoodie.• Contrast binding along the zipper, hood and sleeves.• Inseam pockets for storage.• Thumbholes for comfortable fit.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj07-purple_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Orange, Purple, Red'}",https://gopher1.extrkt.com/?product=inez-full-zip-jacket,2024-02-04 19:57:57
Ingrid Running Jacket,£84.00,,WJ04,Performance Fabrics|Clothing,"The Ingrid Running Jacket combines sleek design and high performance with slim, contoured fit and moisture-wicking fabric. It features a full-zip construction and a collared neck to keep the elements out and body heat in.• Slim fit.• Moisture-wicking fabric.• Two side pockets.• Zippered pocket at back waist.• Machine wash/dry.• Ivory specked full zip",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj04-white_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Orange, Red, White'}",https://gopher1.extrkt.com/?product=ingrid-running-jacket,2024-02-04 19:57:59
Iris Workout Top,£29.00,,WS03,Performance Fabrics|Clothing,"The Iris Workout Top is sleeveless, body fitting and moisture wicking for a fashionable, functional garment. Rouched textures add style.
• Pink heather rouched v-neck.• Scoop neckline.• Angled flat seams.• Moisture wicking.• Body skimming.• 83% Polyester / 11% TENCEL® Lyocell / 6% Lycra® Spandex.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws03-red_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Red'}",https://gopher1.extrkt.com/?product=iris-workout-top,2024-02-04 19:58:00
Jade Yoga Jacket,£32.00,,WJ09,Erin Recommends|Clothing,"If only all your other jackets were as comfortable as the relaxed-fit Jade Yoga Jacket, perfect for use during stretching, biking to and from studio or strolling on breezy fall days.
• Seafoam 1/4 zip pullover with purple stitching.• Lightweight, quick-drying, water-resistant construction.• Shirred details at front and back for a feminine look.• Hood collapses into collar.• Mesh liner for breathability.• Front zip pockets.• Hem cinches at sideseam.• 100% Polyester.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj09-green_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Gray, Green'}",https://gopher1.extrkt.com/?product=jade-yoga-jacket,2024-02-04 19:58:04
Josie Yoga Jacket,£56.25,,WJ02,Women Sale|Clothing,"When your near future includes yoga, the cozy comfort of the Josie Yoga Jacket gets your mind and body ready. Stretchy CoolTech™ fabric with zipper pockets makes this jacket the right gear for studio time or teatime after.
• Slate rouched neck pullover.• Moisture-wicking fabric.• Hidden zipper.• Mesh armpit venting.• Dropped rear hem.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj02-gray_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Gray'}",https://gopher1.extrkt.com/?product=josie-yoga-jacket,2024-02-04 19:58:07
Joust Duffle Bag,£34.00,100 in stock,24-MB01,Bags,"The sporty Joust Duffle Bag can’t be beat – not in the gym, not on the luggage carousel, not anywhere. Big enough to haul a basketball or soccer ball and some sneakers with plenty of room to spare, it’s ideal for athletes with places to go.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb01-blue-0.jpg,"{'Activity': 'Gym, Travel, Trail, Overnight', 'Pattern': 'Solid', 'Material': 'Nylon, Polyester', 'Strap': 'Adjustable, Cross Body, Detachable, Double, Padded, Shoulder', 'Style': 'Luggage, Duffel, Exercise'}",https://gopher1.extrkt.com/?product=joust-duffle-bag,2024-02-04 19:58:09
Juliana Short-Sleeve Tee,£42.00,,WS07,Erin Recommends|Clothing,"The Juliana Short-Sleeve Tee gives you more than sporty style. Consider that its soft Cocona® polyester fabric accelerates evaporation to help keep you dry and comfortable, too. And a selection of colors lets you get more than one.
• Black scoop neck tee.• Side rouching.• Relaxed fit.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws07-black_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, White, Yellow'}",https://gopher1.extrkt.com/?product=juliana-short-sleeve-tee,2024-02-04 19:58:12
Juno Jacket,£77.00,,WJ06,Performance Fabrics|Clothing,"On colder-than-comfortable mornings, you’ll love warming up in the Juno All-Ways Performanc Jacket, designed to compete with wind and chill. Built-in Cocona® technology aids evaporation, while a special zip placket and stand-up collar keep your neck protected.
• Adjustable hood.• Fleece-lined, zippered hand pockets.• Thumbhole cuffs.• Full zip.• Mock-neck collar.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj06-purple_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Purple'}",https://gopher1.extrkt.com/?product=juno-jacket,2024-02-04 19:58:15
Jupiter All-Weather Trainer,£56.99,,MJ06,Eco Friendly|Clothing,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.
• Relaxed fit.• Hand pockets.• Machine wash/dry.• Reflective safety trim.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj06-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Purple'}",https://gopher1.extrkt.com/?product=jupiter-all-weather-trainer,2024-02-04 19:58:16
Karissa V-Neck Tee,£32.00,,WS10,Performance Fabrics|Clothing,"The Karissa V-Neck Tee features a semi-fitted shape that’s flattering for every figure. You can hit the gym with confidence while it hugs curves and hides common “problem” areas.
• Pink heather soft v-neck tee.• Luma signature micro sleeves.• Semi-fitted.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws10-red_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Green, Red, Yellow'}",https://gopher1.extrkt.com/?product=karissa-v-neck-tee,2024-02-04 19:58:20
Karmen Yoga Pant,£39.00,,WP01,Performance Fabrics|Clothing,"Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.
• Light blue parachute pants.• Power mesh internal waistband for support.• Internal waistband pocket.• Antimicrobial finish.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp01-gray_main.jpg,"{'Size': '28, 29', 'Color': 'Black, Gray, White'}",https://gopher1.extrkt.com/?product=karmen-yoga-pant,2024-02-04 19:58:23
